iso3,year,deaths,gdp_pc,vehicles_pc,pop_total,death_rate,log_pop
MEX,1964,9,4845.87442780417,NA,41772049,0.021545507619221648,17.547737989615456
MEX,1965,8,5021.3479928949,NA,43174477,0.01852946591570756,17.580760068432042
MEX,1966,1,5153.81469089099,NA,44629106,0.0022406901899401704,17.61389680503579
MEX,1967,4,5278.10822022788,NA,46129608,0.008671220444795456,17.646965557774074
MEX,1968,1,5589.05119200198,NA,47668303,0.0020978300821827035,17.679777227638183
MEX,1969,2,5596.39687793608,NA,49233194,0.0040622999190343,17.71207862876856
MEX,1970,0,5774.7704592642,NA,50814953,0,17.743701219629834
MEX,1971,0,5809.39879118197,NA,52412558,0,17.77465677706679
MEX,1972,0,6099.20317390896,NA,54030168,0,17.80505311519909
MEX,1973,0,6385.19714673421,NA,55667284,0,17.834903171471787
MEX,1974,16,6559.30112736973,NA,57320149,0.027913395689184266,17.864162760362596
MEX,1975,179,6740.62499353237,NA,58982400,0.3034803602430556,17.892749652283435
MEX,1976,138,6845.37111751372,NA,60645512,0.22755187556170686,17.920556192265124
MEX,1977,295,6888.5789464534,NA,62308493,0.4734507059896313,17.947608298703937
MEX,1978,280,7309.60711423978,NA,63979046,0.4376432871474826,17.974066181464817
MEX,1979,300,7814.54966733746,NA,65648865,0.45697667431112476,17.999830869911687
MEX,1980,282,8290.28898927734,NA,67300334,0.4190172369724049,18.02467575745554
MEX,1981,312,8875.07151189312,NA,68892108,0.4528820630659175,18.048052186607684
MEX,1982,338,8676.57130971348,NA,70433260,0.47988691706162684,18.070176152743947
MEX,1983,239,8098.51642174164,NA,71971240,0.3320770907934892,18.0917771527367
MEX,1984,230,8207.92337537128,NA,73506846,0.3128960260381734,18.11288910270268
MEX,1985,176,8194.16249388144,NA,75043414,0.2345309076689928,18.133577357362952
MEX,1986,126,7713.61215366042,NA,76585637,0.16452171051342174,18.15392011060186
MEX,1987,125,7716.49731737025,NA,78136651,0.15997614230996413,18.173969787701648
MEX,1988,124,7657.7274754579,NA,79695531,0.15559216237608106,18.19372406941541
MEX,1989,157,7783.80581012845,NA,81247182,0.19323747130085075,18.213006695495725
MEX,1990,155,8036.86114412537,NA,82820170,0.18715247747016217,18.23218218872388
MEX,1991,162,8197.01179494896,NA,84430572,0.19187362606047487,18.251440121465798
MEX,1992,160,8330.26426802488,NA,86044809,0.18594962538646578,18.270378753409958
MEX,1993,157,8411.79621338297,NA,87653807,0.1791137263439111,18.288905602501234
MEX,1994,143,8623.48043007968,NA,89259205,0.16020756626725502,18.307055110560643
